Gene,T-Value for Class MGL
L15533_rna1_at,4.05418168054
D87452_at,4.05405606788
X56199_at,4.05384526078
AB000381_s_at,4.05023471765
L25444_at,4.04879920977
Y08136_at,4.04695073643
M62843_at,4.0462617664
D79997_at,4.0425251934
HG880-HT880_s_at,4.04067520048
U79526_at,4.03948002224
X52022_at,4.03662237546
X83543_at,4.03577620046
X17254_at,4.03465770141
U69141_at,4.03446954834
U33429_at,4.03365247022
HG3426-HT3610_s_at,4.03022266803
U90549_at,4.02901680375
D80000_at,4.02804120712
X89960_at,4.02762971444
X80230_at,4.02657331298
U80457_at,4.02638788834
U03905_at,4.02242154973
U30998_at,4.02137441989
U78095_at,4.02003765182
Z23090_at,4.01987432834
X67951_at,4.0193546281
X81889_at,4.01770433062
L27706_at,4.01758871551
U11821_s_at,4.01491044818
D87076_at,4.01467084269
D25216_at,4.01407366865
M76125_s_at,4.01390343129
D76444_at,4.01385653194
S81221_at,4.01345614524
U66619_at,4.01282143273
M55420_at,4.01120751624
D80012_at,4.00663150821
U10099_s_at,4.00468086782
HG2873-HT3017_at,4.00406918619
S70348_at,3.99984693709
AD000092_cds7_s_at,3.99779255775
L08485_at,3.99485784242
X90828_at,3.99432442953
Y08976_at,3.99274964046
M21305_at,3.99052479077
S45630_at,3.98959157957
U49395_at,3.98934343937
M81695_s_at,3.98798542052
D50645_at,3.98701311041
S81957_at,3.98699947163
X89750_at,3.9867845361
X78687_at,3.98624094999
X67098_at,3.98456546209
U29680_at,3.97889105598
X63422_at,3.97867221069
U77845_at,3.97668617985
X80062_at,3.9750609119
J02982_f_at,3.97456683404
X83928_at,3.97348292488
U25771_at,3.97187827842
Z93784_at,3.97160388882
M20030_f_at,3.97096238496
D63813_at,3.97004321529
L09260_at,3.96994648837
HG3994-HT4264_at,3.96913046648
D63882_s_at,3.96829170869
U49441_at,3.96822387491
U75362_at,3.9681272787
D13630_at,3.96675072598
Z50749_at,3.96652259428
M31627_at,3.96220560446
U18543_at,3.96185396804
D13639_at,3.95957181064
D13897_rna2_at,3.95914283118
U57721_at,3.95876297597
M96739_at,3.95624772944
L32832_s_at,3.95578732341
D49396_at,3.95491933737
AC002450_at,3.95400793024
M19720_rna2_at,3.95282607007
M23161_at,3.95068966971
X52896_s_at,3.95037830924
X04106_at,3.94848084125
D13633_at,3.94815160644
Y07707_at,3.94804174975
X16667_at,3.94728931577
L32866_at,3.94578588759
HG4114-HT4384_at,3.94372718251
M84739_at,3.94179681423
X89985_at,3.9411902986
X64838_at,3.94052327124
X71973_at,3.93963367392
Z48541_at,3.93893412931
AD000092_cds1_at,3.93847454573
X62153_s_at,3.9382935473
L39061_at,3.93765108745
D49818_at,3.93764360277
X06323_at,3.93661991652
U08023_at,3.93467627776
X99688_at,3.93377062856
X15882_at,3.93319286685
L07633_at,3.93268729187
HG4157-HT4427_at,3.93245291552
L10377_s_at,3.93079927996
U43431_at,3.92977956666
M61156_at,3.9278242632
X90763_at,3.92541429319
M86400_at,3.92535334783
D63482_at,3.92439594116
Z35491_at,3.92340718977
M30135_at,3.92262318472
Z19585_at,3.92211319618
U48736_at,3.92184421005
L11672_at,3.92170576691
X14830_at,3.92161931068
U96113_at,3.9211085078
U03688_at,3.92095467137
D38500_at,3.91887344761
U26032_at,3.91818516878
M27543_at,3.91783144514
U23852_s_at,3.91763993515
HG732-HT732_at,3.91734285271
D78132_s_at,3.91360740841
U12139_at,3.91287640497
U36764_at,3.90739840424
X97335_at,3.90738300852
L16464_at,3.90688229306
M95809_at,3.90569347839
M13666_at,3.90502347809
D38145_at,3.89970497331
X66141_at,3.89960794361
U08377_at,3.89901591629
U57316_at,3.89832792672
J00277_at,3.89452547153
X83618_at,3.89436838438
X16662_at,3.89173067876
U57592_at,3.89141022588
U53786_at,3.88934470241
U31384_at,3.88492116403
U40998_at,3.88437228875
X56494_at,3.88323956967
L27080_at,3.88233380055
U63090_at,3.88111123987
S81578_at,3.88024607018
HG4258-HT4528_at,3.88019816635
Y07829_xpt4_at,3.88010896574
D90084_at,3.8777324563
M16038_at,3.87753877949
D50863_at,3.87609325405
U32645_at,3.87575697434
U85707_at,3.8744497208
U72509_s_at,3.87232715517
U45983_at,3.87128745496
X54304_at,3.87056376454
X52003_at,3.86688342422
X12794_at,3.86428760239
X52479_at,3.8637027789
U15642_s_at,3.86172834721
J04173_at,3.86156584953
U90304_at,3.86098044755
D21851_at,3.85997727752
U19180_at,3.85867100524
D87463_at,3.85624604548
M57763_at,3.85602657054
U31382_at,3.85591859724
M86868_at,3.85426732773
D38522_at,3.85279919524
U24056_s_at,3.8522138122
X69654_at,3.85122711683
M93426_at,3.84988086013
HG3491-HT3685_at,3.8498543954
U42359_at,3.84706248638
M20778_s_at,3.84536682146
X74331_at,3.84446991729
U16861_at,3.84428162708
M74587_rna1_s_at,3.84390171386
D31889_at,3.84113414621
S73149_at,3.84027493136
X15954_rna1_s_at,3.83941531984
U73843_at,3.83818396124
M32879_at,3.83275295266
L03840_s_at,3.83111634362
M18391_s_at,3.83103975223
S77576_at,3.82860516982
HG4322-HT4592_at,3.82777955606
Z22780_at,3.82334341772
L19872_at,3.82099451571
D17525_at,3.82077900005
X54637_at,3.82063605254
L42243_cds1_at,3.82015348598
X77197_at,3.81949474287
M88461_s_at,3.81933258088
M18737_rna1_at,3.81887764679
U61836_at,3.8187744463
D86956_at,3.81834380572
L37882_at,3.81819407373
D85131_s_at,3.81369166887
U33448_s_at,3.81173957771
U90913_at,3.81165545933
U79274_at,3.81058378882
Z70219_at,3.8077966492
HG162-HT3165_at,3.80748523859
AF007111_at,3.80485875474
Y12856_at,3.80375235979
M96738_s_at,3.8034147368
HG896-HT896_at,3.80234993037
X94453_at,3.8011733071
X74570_at,3.79940200608
X69141_at,3.79845923662
X63755_at,3.79832671919
Z97074_at,3.79772342653
U30930_at,3.79747626423
L77563_at,3.79735662056
M29064_at,3.7937343167
D78611_at,3.79329899647
X90978_at,3.79274056542
X13293_at,3.79214549922
X14885_rna1_s_at,3.79163488298
M13934_cds2_at,3.7903881726
U59831_rna1_s_at,3.78800114186
M62994_at,3.78555780601
U77643_at,3.78553077577
U65416_rna1_s_at,3.78357611796
AB006190_at,3.78346619988
U09284_at,3.78345925227
J04823_rna1_at,3.78212172686
X69115_at,3.78209923349
S80437_s_at,3.78141183942
U28131_at,3.77914221201
X67683_at,3.77760850026
X07290_at,3.77520417298
U29700_at,3.77401127847
U76992_at,3.77370290135
X51521_at,3.77313380187
L40387_at,3.77261240331
D13988_at,3.77221780284
U55258_at,3.76976869704
U49869_rna1_at,3.76894670306
M22382_at,3.76870851828
U49114_at,3.76850448648
U61262_at,3.76753471308
U89336_cds8_at,3.76702252307
HG4068-HT4338_at,3.76664215234
S85655_at,3.76662593178
M60891_s_at,3.7660672569
U27831_at,3.76493722941
M77348_rna1_s_at,3.76250180317
S77812_at,3.76229132849
L00634_s_at,3.76131054707
U02081_at,3.7605206816
D87742_at,3.75942870471
D63487_at,3.75932978018
X65463_at,3.75854082286
M14636_at,3.75850846299
M36341_at,3.75849151854
U43923_at,3.7580552977
M64992_at,3.75696694889
X92814_at,3.75651060174
U69263_at,3.75272831798
L20773_at,3.75104818366
D49738_at,3.74447633725
Z48923_at,3.74305220164
Z35093_at,3.74279325937
X72882_at,3.74266888508
HG3627-HT3836_at,3.74115154368
U17579_rna1_at,3.73790067859
M55513_s_at,3.73714685323
U15555_at,3.73636624408
L20320_at,3.73612147104
U60521_at,3.7358194615
X02761_s_at,3.73574461666
HG3884-HT4154_at,3.73396841424
U59914_at,3.73289085873
D50405_at,3.73025155429
Z25884_at,3.72634564171
Z48511_at,3.72497733443
M25809_at,3.72428289619
X84908_at,3.72417187125
M61832_s_at,3.72252143357
L40395_at,3.71953800925
X16316_at,3.71932241613
U65092_at,3.71904644395
HG4113-HT4383_s_at,3.71800863005
M31661_at,3.71777176731
U51095_at,3.71688982852
D50922_at,3.71209361346
U79273_at,3.7108674042
L16896_at,3.71037942005
X92368_at,3.71007995326
D16611_s_at,3.70920624869
D79989_at,3.70693273924
X82018_at,3.70674202125
Y00318_at,3.70643566842
Z49989_at,3.70526713261
X74008_at,3.70098372102
HG3546-HT3744_s_at,3.69814203325
M64929_at,3.6981160692
U90902_at,3.69700261239
U25182_at,3.69648393805
X52142_at,3.68854246841
L36844_at,3.68782876435
U83601_at,3.68770404353
J03191_at,3.68759773479
K03189_f_at,3.68564115199
U79286_at,3.68545909516
U55206_at,3.68501151952
M34423_at,3.6842376092
U57094_at,3.68390978254
U82313_at,3.68193852895
HG1728-HT1734_s_at,3.67988829523
U77664_at,3.67925727031
U72936_s_at,3.67872764233
U82319_at,3.67861184483
X70297_at,3.67712887762
U65533_s_at,3.6761708494
M31516_s_at,3.67555097194
HG3355-HT3532_at,3.67501945205
Y09443_at,3.67482495081
U39317_at,3.67395574196
J04093_s_at,3.67367083508
HG2796-HT2904_at,3.67293156779
X13916_at,3.67005020768
U46024_at,3.66805002837
D14663_at,3.6644870684
M34353_s_at,3.66417569095
D13413_rna1_s_at,3.65783732813
M62810_at,3.65767456262
Z46967_at,3.65706741164
X95826_at,3.65520970666
HG1112-HT1112_at,3.6551504215
D79991_at,3.65490878929
X78817_at,3.65468547546
X63629_at,3.65426548989
U31099_at,3.65263644357
D50477_s_at,3.65096240746
M81829_at,3.6507698854
U79253_at,3.64974458555
D13748_at,3.64561919266
Z22536_at,3.64521908644
J02783_at,3.6449502151
J04948_at,3.64407022598
L32961_at,3.64047382031
U70732_rna1_at,3.63923282201
M68840_at,3.63861234818
X63522_s_at,3.63757609422
D87683_at,3.63743863113
U20998_at,3.63521287506
X57985_rna2_at,3.63460140914
Z29083_at,3.63317663804
U18549_at,3.63284228875
X54993_s_at,3.6312581729
X95325_s_at,3.62884600708
M14338_at,3.62860681613
L78440_at,3.62750979043
S75168_rna1_at,3.62732328458
U69611_at,3.6243854945
X78924_at,3.6237200284
X69433_at,3.6222288153
M58026_at,3.62172154248
L00205_at,3.61942864649
U92314_s_at,3.61935887739
X64229_at,3.61804626631
X80026_at,3.61721221203
L22524_s_at,3.61680257143
U43916_s_at,3.61525347078
U05227_at,3.61256729322
J00212_f_at,3.61045572174
J05614_at,3.60307408425
U58032_at,3.60260110258
HG4094-HT4364_s_at,3.60178794817
U51269_at,3.60160192632
D31766_at,3.59765279623
M17863_s_at,3.59759566285
U76388_at,3.5962387419
U28249_at,3.59516940875
M37457_at,3.59343319322
U19251_s_at,3.59089832174
U00930_at,3.59046432507
M82882_at,3.58886048257
HG998-HT998_s_at,3.58854812609
D29810_at,3.58829317628
M62324_at,3.58816043172
HG721-HT4827_s_at,3.58764090367
J04430_s_at,3.58518785024
Y12393_s_at,3.58505749515
U19247_rna1_s_at,3.58204010933
X76029_at,3.58174501761
U67191_at,3.58151208901
X53002_s_at,3.58059294623
U90313_at,3.58044076637
L38517_at,3.58035786128
M63379_at,3.5784545028
U82306_at,3.57745448982
M58583_at,3.57594541193
M58286_s_at,3.57419789583
U79288_at,3.57180705487
U24389_s_at,3.57112038483
D89289_at,3.57091374016
U61167_at,3.56951205475
M27826_at,3.56906612319
L41559_at,3.56863590325
HG2868-HT3012_s_at,3.56759281707
X51755_cds5_s_at,3.56489708946
D63480_at,3.56407200877
X96586_at,3.56261887966
U31383_at,3.5624814715
S42303_at,3.55993697796
Z32684_at,3.55679233007
S79639_at,3.55678262461
U05255_s_at,3.55584499941
U90426_at,3.55558294434
Y00282_at,3.5523964712
M23114_at,3.55214294385
U17886_at,3.55053812742
S61953_at,3.54819420972
X04143_at,3.54743624875
S34389_at,3.5461695674
M33195_at,3.54352337394
U14910_at,3.54349813292
Y08836_at,3.54311492075
X13451_s_at,3.54205900066
L37368_at,3.54133641012
M63896_at,3.53997238699
X67325_at,3.53692083794
U35005_s_at,3.53491515973
M16424_at,3.534456031
U90306_at,3.53395967596
D83195_at,3.53371196446
U43286_at,3.53336329434
U15637_s_at,3.53182955976
M99435_at,3.52959485131
AB000468_at,3.52911156312
D26308_at,3.52839061045
D78012_at,3.52837713534
HG3991-HT4261_r_at,3.52744353924
U72935_cds3_s_at,3.52733835644
D13900_at,3.52550433824
M13981_at,3.52486037244
HG2639-HT2735_s_at,3.52467444687
X00237_at,3.52438336863
U87459_at,3.52258928935
Z84721_cds1_at,3.51970102007
X84707_rna1_at,3.51871077304
U06698_at,3.51793498608
L10955_cds1_s_at,3.5171369926
Z15114_at,3.51643568288
Z18948_at,3.51566946419
HG3132-HT3308_at,3.51508215664
M86528_at,3.51461402307
L76200_at,3.51367501088
X78678_at,3.50860952765
D37984_s_at,3.50771544017
D14686_at,3.5069887987
X76132_at,3.50503652883
M88458_at,3.50375994995
AF010193_at,3.50078660955
L19063_at,3.50031958417
X80878_at,3.49933378719
D00596_at,3.49758381103
L13761_rna1_at,3.49756870819
D85527_at,3.49641812123
X68314_at,3.49493320634
U81375_at,3.49277584341
M29877_at,3.49239537628
HG2348-HT2444_s_at,3.49163689525
Z49105_at,3.49105452985
D29643_at,3.48899414558
U11791_at,3.48825273955
M74826_at,3.48768477003
X57346_at,3.48648447148
M64925_at,3.48618682228
K03460_at,3.48579739683
X97302_at,3.48095956295
U72342_at,3.48074383681
L18960_at,3.47926300805
L38608_at,3.47818849487
U90336_at,3.47738661549
J03507_at,3.47484385175
S78723_rna2_at,3.47160638883
D17390_at,3.46809168098
HG37-HT37_at,3.46321851621
U48936_at,3.46203250499
X76342_at,3.46099117312
X82850_s_at,3.45916671739
D25328_at,3.45913687871
X61072_at,3.45834519999
AF006609_at,3.45820325333
M96956_at,3.45733820812
M83651_at,3.45614191089
X86681_at,3.45613997803
L44140_cds4_s_at,3.45581395878
U73960_at,3.4551116464
M77142_at,3.45487433511
J02758_s_at,3.45332564372
U52827_at,3.45171493641
U04270_at,3.45135441701
HG3925-HT4195_s_at,3.45105551085
L25085_at,3.44972729557
X05997_at,3.4487820434
M87434_at,3.44865796588
M91368_s_at,3.44863390924
M91592_at,3.44680724567
U02556_at,3.44573814614
U91521_at,3.44541805702
U82671_cds2_at,3.4421739018
X59303_s_at,3.44106305023
X55005_rna1_at,3.44057810751
M32405_at,3.43848058578
D10656_at,3.43792459037
K02268_at,3.43520300121
X87212_at,3.42970251011
AF014958_at,3.42720580933
X83378_at,3.42692035215
U79265_at,3.42364982337
U11870_rna1_at,3.41871781168
Z49205_at,3.41869143114
M29273_at,3.4186566255
HG2591-HT2687_s_at,3.41861944396
D43642_at,3.41751392041
Z47727_at,3.4163164473
HG3510-HT3704_at,3.4155199437
D79983_at,3.41537069181
Z49878_at,3.41488530909
M22877_at,3.41323785285
J03473_at,3.4106923784
M12125_at,3.4085877445
U01120_at,3.40802018399
L37112_at,3.40679615499
U47635_at,3.40636423405
HG2148-HT2218_f_at,3.40460473496
M33308_at,3.40228187066
U38175_at,3.40040166466
U66559_at,3.40004540297
U72206_at,3.400020167
U52152_at,3.39977985745
X14767_at,3.39957579175
X13334_at,3.39892598152
Z75190_s_at,3.39882539009
S81737_s_at,3.39766856817
L40391_at,3.39762451178
U06155_at,3.39718875629
U28831_at,3.39694451725
L09753_at,3.39549574448
D87442_at,3.39514698346
X65614_at,3.39468723964
M14219_at,3.3919238359
X71348_at,3.39126684973
HG2190-HT2260_at,3.38822220012
Y11710_rna1_at,3.38776407496
U11701_at,3.38753727233
D31764_at,3.38741513096
U81607_at,3.38519396278
M16961_at,3.38399625696
U16720_rna1_s_at,3.38360352552
L25876_at,3.38314039953
HG2797-HT2905_at,3.38200342314
U09412_at,3.3818668962
U13395_at,3.38179542135
HG3236-HT3413_f_at,3.37707378431
U78798_at,3.37619284454
U93205_at,3.37477040617
U35234_at,3.37224098351
HG1400-HT1400_s_at,3.37138884076
M85220_at,3.37030538134
X80590_at,3.36638139609
HG4236-HT4506_f_at,3.36486892
Z18956_at,3.36203137844
X66079_at,3.36147872219
D87445_at,3.36109273659
L43575_s_at,3.35919044524
D83735_at,3.35731649926
U53347_at,3.35692196163
M86934_at,3.35525159562
HG2562-HT2658_s_at,3.35296768991
M13241_at,3.35266833395
Z70759_at,3.35207332101
X05130_s_at,3.35028955222
D16227_at,3.34997139722
HG3033-HT3194_at,3.34946363743
U44111_at,3.34790276994
L25286_s_at,3.34755207715
U62800_at,3.34627287963
X99664_at,3.34574692306
X78992_at,3.34436362476
HG2290-HT2386_at,3.34326784568
X98311_at,3.34241614084
U84573_at,3.3417024297
X03363_s_at,3.3414530956
D38751_at,3.34124026193
U38291_rna1_at,3.34021007139
U40391_rna1_at,3.34019519032
X95677_at,3.33842176502
D82346_at,3.33755059142
U14973_at,3.33745243483
U25029_at,3.33745147556
D28476_at,3.33668447879
U79290_at,3.33643312324
U79718_at,3.33609580029
X86371_s_at,3.335900482
X58255_at,3.33537335043
U64198_at,3.33054616483
U68142_at,3.32418985665
Z69881_at,3.32410029989
U68723_at,3.32399150852
X90761_at,3.31923830436
X04707_at,3.31887657599
U67934_at,3.31455684117
M15990_at,3.31393232755
M26041_s_at,3.31372928694
M99063_at,3.3126205156
U12779_at,3.31234799658
S75213_s_at,3.31210985958
U51477_at,3.31205419622
L38487_at,3.31200725548
U22963_at,3.31123895221
M25269_at,3.31110215562
S78798_s_at,3.3110578068
HG4036-HT4306_at,3.3108011512
D12676_at,3.31069454453
J03756_at,3.30950715289
HG4332-HT4602_at,3.30696134817
M20747_s_at,3.30622380735
U58334_at,3.30570456632
U18271_cds3_s_at,3.30463674754
M13699_at,3.30033886848
U40317_s_at,3.29874677905
U09550_at,3.29705826471
HG3162-HT3339_at,3.2966634719
L48546_at,3.29646668428
Z36714_at,3.29496194983
U26726_at,3.29487267839
M88338_at,3.293479847
X02152_at,3.28933490469
M22403_s_at,3.28810386151
M62762_at,3.28640947022
L22009_at,3.28601487906
J04080_at,3.28471872628
Z50053_at,3.28275823335
Z38133_s_at,3.27999592979
M14058_at,3.2791532367
Y00636_at,3.27855547956
X52228_at,3.27792951056
V00571_rna1_at,3.27640801794
X07618_s_at,3.27529992117
X92396_at,3.27289193981
Z80345_rna1_s_at,3.27171848937
D28416_at,3.27139920409
U59289_at,3.27108283426
M27783_s_at,3.27011259008
S69231_s_at,3.26669941757
U33632_at,3.26531722228
X03689_s_at,3.26232493939
L10413_at,3.26212730078
Z48519_s_at,3.26132939417
L05187_at,3.25774657869
M80482_at,3.25762058583
L08069_at,3.25743283452
X03794_s_at,3.25716454853
D00591_at,3.2569034949
U19878_at,3.25667403492
D21262_at,3.25647664326
U79262_at,3.25410262796
M55268_at,3.2540868298
U77129_at,3.25374092921
HG3432-HT3620_s_at,3.2511347661
U67784_at,3.24973718189
U18321_at,3.24901035658
D63880_at,3.24842079496
U46571_at,3.24752827885
M77349_at,3.24521708533
U76010_at,3.24424053843
M12959_s_at,3.24420821754
J03934_s_at,3.24328271886
X99975_at,3.24271378813
D11151_at,3.24267327923
X99226_at,3.24075900146
X71125_at,3.24056961369
M19508_xpt3_s_at,3.24030528512
U51334_at,3.23840756966
X85740_at,3.23726971958
U15131_at,3.23333129494
HG880-HT880_at,3.2327478485
HG2723-HT2819_at,3.2279109182
U01337_at,3.2278378038
M24122_s_at,3.227009473
U25265_at,3.22662522362
J00139_s_at,3.22584831098
L08010_at,3.22584608321
S42457_at,3.22475823035
Y07847_at,3.22438905277
M22976_at,3.22344891582
D49488_at,3.22314956535
U10362_at,3.22244225892
Y07867_at,3.22130848788
X02910_at,3.2207510706
X82240_rna1_at,3.21956712208
HG960-HT960_at,3.21850857507
X82877_at,3.21687311743
U64863_at,3.21494433436
M34344_at,3.21449723633
Z83745_at,3.21316207298
X79483_at,3.21058519451
D30755_at,3.21048161789
D13634_at,3.20973990186
M82919_at,3.20937801826
HG3987-HT4257_at,3.20719267471
U39840_at,3.20362463313
X01060_at,3.20357975654
S69272_s_at,3.20320178495
Z94753_s_at,3.20208566634
U67171_at,3.20207366472
J00220_cds5_at,3.20203865482
HG4517-HT4920_s_at,3.20121518976
X52056_at,3.19966444874
Y00064_at,3.19873344355
U56637_at,3.19691796729
M73746_s_at,3.19651872872
U49352_at,3.19567571903
U11037_at,3.19446408968
X60957_at,3.19007056263
D13315_at,3.18935180858
L17128_at,3.18915073327
X70649_at,3.18891630686
D50683_at,3.18871194949
J02683_s_at,3.18791509055
U23430_s_at,3.18588196284
HG4662-HT5075_at,3.18526413997
D16593_at,3.18313689401
X94754_at,3.18307496439
M81780_cds4_at,3.1825414985
L22548_at,3.17939225756
U43965_at,3.17930961113
X87342_at,3.17624022322
S70004_at,3.17535743001
L17328_at,3.17525060663
X90872_at,3.17313478355
Z20656_rna1_s_at,3.17267241014
H46990_at,3.17195444067
X12451_at,3.17185348088
U79751_at,3.17063165497
HG2743-HT3926_s_at,3.16977680259
M94856_at,3.16974772935
M73077_at,3.1677992585
S81914_at,3.16588754696
U16997_at,3.16536568877
X94333_at,3.16513060813
U15655_at,3.16486756469
M12783_at,3.1635418635
D38498_f_at,3.16123298321
HG2730-HT2828_s_at,3.16059439305
X98172_at,3.15775423623
HG2686-HT2782_at,3.15699494778
S71018_at,3.15628017288
Z69923_at,3.15000633353
D10495_at,3.14906266887
M97016_s_at,3.14891950189
U29091_at,3.14735507256
X05196_at,3.14581445888
AF009426_at,3.14113063003
D87073_at,3.14082951388
L22214_at,3.13993206529
S67798_at,3.13944519895
M12625_at,3.13808210116
Z30643_at,3.13588921585
M59829_at,3.13552027245
HG2743-HT2846_s_at,3.13535214378
D37931_at,3.13420813165
M26602_at,3.13405411957
U25826_at,3.13229184742
L34059_at,3.13191135601
U03397_s_at,3.1306961009
U43527_at,3.13035355405
L77864_at,3.12944818181
U75370_at,3.12913447143
J04182_at,3.12903701216
U80669_at,3.12874645989
Z18859_rna1_at,3.12730956432
L04569_at,3.12693561194
U27655_at,3.12617932868
X99142_at,3.12410709734
U50327_s_at,3.12343288121
U12471_cds1_at,3.12298719287
X54673_at,3.12201422219
U25750_at,3.12053240461
U96629_rna2_at,3.11956945335
L07956_at,3.11743696727
L76191_at,3.11617210613
U29463_s_at,3.11436387377
U89278_at,3.11301187199
L02648_at,3.11274010735
U62293_rna1_s_at,3.11235422731
S78653_at,3.11073644375
S83308_at,3.10953439886
M83822_at,3.10947555991
U78107_at,3.10908507144
M20566_at,3.10760126096
U32331_at,3.10584213778
D90279_s_at,3.1041540877
U07794_cds2_at,3.10145391615
L19058_at,3.10107521974
X57351_s_at,3.10067695239
Y10514_s_at,3.09658802119
M19159_at,3.08682956528
X01715_at,3.08621080899
D87449_at,3.08601499593
M15517_cds5_at,3.08318333752
X72889_at,3.08055361259
HG1869-HT1904_at,3.07934403503
X04297_at,3.07846022904
S77410_at,3.07814676287
U43944_at,3.07568568228
U61276_s_at,3.07555873426
D79993_at,3.0754789691
Y00067_rna1_at,3.07289627578
M55150_at,3.07262823239
X66610_at,3.0705402897
U94585_at,3.06871029962
D13645_at,3.0684455096
X59727_at,3.06834814158
Z11695_at,3.06799652046
U50534_at,3.06728811615
U47007_at,3.06401801898
U44772_at,3.0634540694
U01317_cds4_at,3.06168695248
U13616_at,3.059316821
S62028_s_at,3.0577155836
X91348_at,3.05646757701
D87071_at,3.05406310015
X15940_at,3.05303019158
HG2797-HT2905_s_at,3.0525582669
X74330_at,3.05238447735
X06745_at,3.04870306653
U34301_r_at,3.04658534578
X97065_at,3.0457319942
X52009_s_at,3.04456803609
U43843_at,3.0442666236
M63582_at,3.04188596771
L39009_at,3.0405480716
X66365_at,3.03884948395
M59941_at,3.03860295169
U79299_at,3.03746768876
X07495_at,3.03630346921
U81001_at,3.03606484984
HG3976-HT4246_at,3.0344926171
X87237_at,3.03303703286
D26350_at,3.03285311998
U51711_at,3.03278852019
L40371_at,3.03245001001
Z46632_r_at,3.03214504986
K01396_at,3.03175289359
AF005361_at,3.03139115286
U80073_at,3.03020803089
L41349_at,3.02782862545
D38251_s_at,3.0277721217
U51587_at,3.02621300221
U52682_at,3.02568080711
D56495_at,3.02298501843
L27071_at,3.02158316194
D13642_at,3.01969032566
U96115_at,3.01895119952
D16626_at,3.01846188386
L11708_at,3.01804623134
U52969_at,3.01657549735
D86988_at,3.01268367022
D85423_at,3.01137108991
X90392_at,3.01044247215
M16652_s_at,3.00915989678
X74328_rna1_at,3.00678125732
U20760_at,3.00671261348
HG4755-HT5203_s_at,3.00642214314
M87789_s_at,3.00614151262
L35269_at,3.00503873401
U66052_at,3.00503057036
M15881_at,3.00321026247
M83216_s_at,3.001494667
M88163_at,2.99974175169
M34677_at,2.99907695669
X66867_cds1_at,2.99884627625
U42412_at,2.99869108516
D49489_at,2.99781898976
J04810_s_at,2.99661546864
M59216_s_at,2.9965598484
U77604_at,2.99404124902
L11695_at,2.99115867659
D85425_s_at,2.99078954558
AD000684_cds1_at,2.98899147802
X85785_rna1_at,2.98885884714
D31891_at,2.98866676278
X89109_s_at,2.98637271901
HG2987-HT3136_s_at,2.98468625433
U07620_at,2.98467098489
D70830_at,2.9844004618
U70987_at,2.98407805841
U60061_at,2.98373300687
M11718_at,2.98182147132
U41766_s_at,2.98102816011
M37457_s_at,2.98084498216
D83779_at,2.97996241301
HG2994-HT4850_s_at,2.97975285125
U64197_at,2.97705419164
Z14982_rna1_at,2.97612076106
HG3362-HT3539_s_at,2.97585664449
U20530_at,2.97502627894
U87593_f_at,2.97455972636
AC002045_xpt2_s_at,2.97343132568
U77594_at,2.97284432221
U28687_at,2.97044310916
V00565_s_at,2.96969635878
M36542_s_at,2.96969369685
D10511_at,2.96752245746
U20582_at,2.96733479585
L36983_at,2.9659181381
M55131_at,2.96571278007
U66083_at,2.96547273744
M60748_at,2.96542352496
U88047_at,2.96101039804
HG3405-HT3586_at,2.95765043447
D16181_at,2.95732382447
D87438_at,2.95633192075
M23575_f_at,2.95539752406
M81601_at,2.95478021835
L09235_at,2.95445995845
M85169_at,2.95403520747
X75042_at,2.95260222681
M87770_at,2.94968737276
U64105_at,2.94724049911
U77970_at,2.94553502787
Y08639_at,2.94489975957
U57627_at,2.94451729396
X65867_at,2.94271591351
U20657_at,2.94014217427
M63962_rna1_at,2.93932456613
X67698_at,2.93898223346
X17025_at,2.93734997218
L31860_at,2.93473191713
D63475_at,2.9342717834
M32053_at,2.93329178546
L22075_at,2.93247317806
M30894_at,2.93203883064
L13203_at,2.93131342331
M99701_at,2.92916649866
M83554_at,2.9290911649
U58658_at,2.92800006141
HG944-HT944_s_at,2.92711185101
J04543_at,2.926376509
U18932_at,2.92288560743
D13643_at,2.92191139549
U48250_at,2.91810212998
X77533_at,2.91765025652
M74047_at,2.91673835741
HG855-HT855_s_at,2.91673054608
L20965_at,2.91613176928
D12620_s_at,2.91576583747
M91196_at,2.91543099557
D14664_at,2.91452624173
X87344_cds10_r_at,2.91422096532
L05606_at,2.91371962675
X16546_at,2.91000735271
M80647_at,2.90948250592
L09604_at,2.90865891727
M63838_s_at,2.90853724913
M95178_at,2.90780458007
D28791_at,2.90700220871
X92521_at,2.90585058919
D87432_at,2.90522423319
S65738_at,2.90439873528
L00635_at,2.90202794879
X83416_s_at,2.89987731509
HG3578-HT3781_at,2.89712519772
Z21488_at,2.8970303541
Z46788_at,2.89588462023
X72790_at,2.89534507197
U10117_at,2.89519825961
U02020_at,2.89498024886
D13370_at,2.89440603108
S70609_at,2.89255660158
D90359_at,2.89134886433
X77777_s_at,2.8896708923
Y00291_at,2.88833723643
U37146_at,2.88721066862
HG270-HT270_at,2.8854501033
U43519_at,2.88543312502
M32315_at,2.88376037698
D78577_s_at,2.88331946139
L42025_rna1_at,2.8812145776
U50535_at,2.88095689083
U58522_at,2.88025494901
D87435_at,2.88021855648
X75252_at,2.87996911624
U77975_at,2.87817804769
X54162_at,2.87730036866
D14043_at,2.87717320799
X71661_at,2.87706468092
