Gene,T-Value for Class JPA
Z32765_at,4.74784956113
U91616_at,4.74635131824
L05424_cds2_at,4.74496832875
X74331_at,4.74455969468
M21388_r_at,4.74430857024
X04145_at,4.74362843442
X62535_at,4.74287169135
U39412_at,4.74265793003
D63390_at,4.74222290571
M59820_at,4.74052477507
M15517_cds3_s_at,4.73941972843
U49835_s_at,4.73848574522
U02632_at,4.73842870408
U33920_at,4.7383594465
M12783_at,4.73775523353
U31875_at,4.73770259262
HG4178-HT4448_at,4.73745616474
X92972_at,4.73727200411
S67798_at,4.73722761029
M35296_at,4.73639853952
M64595_at,4.73206673516
U24056_s_at,4.73178824665
AC002115_cds4_at,4.73077514877
M64676_at,4.72987251015
U21931_at,4.72807087974
X66358_at,4.72611130177
M95178_at,4.72538397074
U60521_at,4.72393767869
U57092_at,4.72366223293
U40998_at,4.72343637782
U59423_at,4.72315277959
J03801_f_at,4.72285996838
X07994_at,4.7191224528
U74667_at,4.71859562721
D38498_f_at,4.71806853285
M63256_at,4.71724891616
X69115_at,4.71596279137
M99701_at,4.71544599373
U03398_at,4.70774718771
S81003_at,4.70749148971
M27504_s_at,4.70698110247
X54667_s_at,4.70577055612
U31176_at,4.7056531428
HG167-HT167_s_at,4.70538736961
X12517_at,4.70520675823
U40990_at,4.70463418877
D30037_at,4.70317012726
U66059_cds7_at,4.69931216055
S81294_at,4.69901774093
D83785_at,4.69792540628
M27436_s_at,4.69379503572
U57341_r_at,4.69309103536
D42085_at,4.69257133985
M11119_at,4.68991043781
U22398_at,4.68964517137
U13395_at,4.68659434289
M21904_at,4.68569395828
D50923_at,4.68269627811
U47011_cds1_at,4.68208561983
L09230_s_at,4.68174952571
U37251_at,4.68141446231
HG4333-HT4603_at,4.67908075234
X66403_at,4.67734662351
D16105_at,4.67540555874
M64929_at,4.67523646664
U57592_at,4.67395965628
M14648_at,4.6722205963
U52840_at,4.66829377833
V00551_f_at,4.66533666673
X63422_at,4.66274990408
U61234_at,4.66260701066
HG4312-HT4582_s_at,4.6587613266
U60116_at,4.65715318899
L39874_at,4.65704074234
M34192_at,4.65555121978
X98206_at,4.65513510048
U59289_at,4.65414296879
U49973_xpt2_at,4.65398941306
AB000409_at,4.64674913822
U33286_at,4.64527742478
U03911_at,4.64437290046
L41390_at,4.64368035898
M94345_at,4.64286989721
M27288_at,4.64111586285
M22638_at,4.64073417318
X79984_at,4.64048762245
U72761_at,4.63652410887
X83425_at,4.6353588822
M65131_rna1_at,4.6314183499
X04011_at,4.63067770653
X91788_at,4.62910283082
U65402_at,4.62876579721
S42457_at,4.6283752438
D85759_s_at,4.62833357186
X78549_at,4.62529390473
U77129_at,4.62291089067
M77836_at,4.62232564631
X07820_at,4.62083300636
L40397_at,4.61808673355
M25809_at,4.61726374312
X02910_at,4.61575431013
D14663_at,4.61560481301
U25041_at,4.61269499599
Z97054_xpt2_at,4.61182865948
U24389_s_at,4.61169353089
U66580_at,4.60943039416
U72661_at,4.60859069198
M29386_s_at,4.60490392085
U28368_at,4.60482659775
HG2689-HT2785_at,4.60388697113
X89416_at,4.60160091086
D10495_at,4.60034719798
M59916_at,4.59879825109
U68485_at,4.59737945176
X52638_at,4.58968696429
U20158_at,4.58743857044
U00001_s_at,4.58563920413
M73746_s_at,4.5844311769
AJ000099_s_at,4.5831936388
U12775_at,4.58072300288
U26712_at,4.58018518151
U35451_at,4.57955952909
U90546_at,4.57730167943
D13897_rna2_at,4.57569322464
K03474_at,4.57540751767
Z83805_at,4.57438847047
M17316_at,4.57353853606
M62324_at,4.57324386046
X15393_rna1_at,4.57284753697
HG3105-HT3281_s_at,4.57232411589
L07590_at,4.57216271549
L35035_at,4.5691079542
L04751_at,4.56689219405
X04347_s_at,4.56508875608
M20530_at,4.56398569115
K02574_at,4.56241400457
Y00433_at,4.55843966508
U67674_at,4.55778710237
U47025_s_at,4.55777777338
X69391_at,4.55700374044
U57094_at,4.55688102472
M82919_at,4.55323528347
X89109_s_at,4.55296356398
D86960_at,4.55180862685
D63877_at,4.54721385152
HG921-HT3995_at,4.54528615979
M24766_s_at,4.54359574342
U07664_at,4.54351115265
X72790_at,4.54349223236
S79219_s_at,4.54239081662
X77366_at,4.54135149143
M63262_at,4.54002948483
AF015910_at,4.54002358728
D14660_at,4.53737014055
HG627-HT5097_s_at,4.53701976619
M21624_at,4.53637243856
M33493_s_at,4.53479048326
X53331_at,4.53336184597
HG644-HT644_at,4.53232524165
Z26256_at,4.53041615339
HG3342-HT3519_s_at,4.52818052754
Z49155_at,4.52615888965
V00533_rna1_f_at,4.52467540718
L01087_at,4.52463952888
D50926_at,4.52170024847
M32315_at,4.51646178205
X97544_at,4.51602125347
X53800_s_at,4.51529387614
D86976_at,4.51276743202
M86757_s_at,4.512443498
HG1869-HT1904_at,4.51096199265
M81695_s_at,4.50769162316
V00536_rna1_at,4.50596294478
D87682_at,4.50319629102
U90544_at,4.50177466159
J00139_s_at,4.50060314575
M13666_at,4.49826646612
M25629_at,4.49812306999
X77737_at,4.49754930343
U78027_rna4_at,4.49608871047
M79462_at,4.49237752987
Z48804_at,4.49159768779
HG4063-HT4333_s_at,4.49154318694
J04469_at,4.49041138628
L19267_at,4.48816751348
L40366_at,4.48343439037
M16279_at,4.4828637426
X66401_cds1_at,4.48259007236
U72671_at,4.48199015584
U45974_at,4.4790738467
U32315_at,4.47622445436
U43077_at,4.47579394121
S72043_rna1_at,4.47153987153
Y09392_s_at,4.46978663518
D21089_at,4.46798295772
X52882_at,4.4649673833
X75208_at,4.46107560099
M88163_at,4.46014627107
Z74615_at,4.45964238047
U40369_rna1_at,4.4594572169
HG2730-HT2828_s_at,4.45467983001
U96915_at,4.45462371926
L19063_at,4.45462148107
HG4167-HT4437_at,4.4537190846
U49250_at,4.45231055248
X63563_at,4.45000885824
X13794_rna1_at,4.44992434746
U47050_at,4.44888881867
D45917_s_at,4.44793746311
L49173_f_at,4.44728513706
X83928_at,4.44551658156
M23668_at,4.44086897457
U12140_at,4.44043997868
U78180_at,4.44030841447
U50330_at,4.43978619927
L38608_at,4.43932426809
X51804_at,4.43905227638
HG742-HT742_at,4.43867754222
S76978_s_at,4.43638149593
M96789_at,4.43558420402
U40434_at,4.43134506786
D10656_at,4.43130152205
D84454_at,4.43123679714
U14970_at,4.43001714766
U71364_at,4.42948181665
L12535_at,4.42947250941
M11433_at,4.42793666327
U23736_s_at,4.42706575363
X12433_at,4.42622082461
U81599_at,4.42607189077
HG1103-HT1103_at,4.42593753552
U63289_at,4.42432723085
L32140_at,4.42192725373
X76029_at,4.42134635503
U70660_at,4.41983741447
U78556_at,4.41941924565
M13928_s_at,4.41938592207
J05016_rna1_s_at,4.41781795518
X78992_at,4.41772316814
X97671_at,4.41397262835
U47927_at,4.41333494629
U91327_at,4.41287617832
U05040_at,4.41259003782
U78876_at,4.41239103191
U79241_at,4.41194444058
U60519_at,4.41169819908
U79734_at,4.40927536504
M27878_at,4.40563957983
D80012_at,4.40284166945
U62293_rna1_s_at,4.40169033012
U38480_at,4.40042066761
X97064_at,4.39890628587
D16593_at,4.39792044666
U02619_at,4.39651216077
U14588_at,4.39644788946
L10844_at,4.3958287819
D14520_at,4.39408884843
L35475_at,4.3940202923
Y07846_at,4.39370143723
L14787_at,4.39277526255
X77777_s_at,4.39150111665
U09367_at,4.39097361586
X13546_rna1_at,4.38851139691
X76228_at,4.38510263286
M64571_at,4.38400632561
M15881_at,4.38270491085
M25164_at,4.38177131017
X99657_at,4.37775535211
U75276_s_at,4.37575771449
AB001325_at,4.37530959252
X86428_s_at,4.3733157718
M27968_s_at,4.37202442748
X79067_at,4.37117454898
D28383_at,4.36860897087
M24899_at,4.36839815316
U49260_at,4.366573946
U28963_at,4.36621526294
X73478_at,4.36570108693
S71018_at,4.36413639138
Z70219_at,4.3628729637
M35198_at,4.36159731645
D31833_s_at,4.36123192248
M60298_at,4.35983894217
M25296_at,4.35899996484
U64871_at,4.35764198825
U46024_at,4.35721000003
M28825_at,4.35618123648
X95384_at,4.35573807605
U48936_at,4.35395868794
M86407_at,4.35241333991
U72066_at,4.35163656953
Y10275_at,4.34989863561
M10612_at,4.34860792278
X62048_at,4.34721642383
D14043_at,4.34532175024
D37781_s_at,4.3447904204
U84551_cds2_at,4.3435605731
X81198_at,4.34338060558
M14123_xpt2_at,4.34214156685
M95623_cds1_at,4.34139707995
X06290_at,4.34009735693
HG3405-HT3586_at,4.33649198174
M15661_at,4.33604298318
U65676_at,4.33527956247
X74614_at,4.33445673933
D87937_at,4.33003390577
M22538_at,4.32858400385
Y00097_s_at,4.32808710408
AF007111_at,4.32751672578
HG3125-HT3301_s_at,4.32731931752
M60784_s_at,4.32658965879
S54005_s_at,4.3256517112
U48263_at,4.32515064726
U77413_at,4.32405851121
M60483_rna1_s_at,4.3189221498
HG1078-HT1078_at,4.31886775516
U49114_at,4.31785931865
U38896_at,4.31634243281
X82324_at,4.31470068463
X96969_at,4.31452434785
U39318_at,4.31195352444
D83174_s_at,4.31108933772
U77846_rna1_s_at,4.30935897161
M64925_at,4.30774868541
AF005037_at,4.30612561949
U06863_at,4.30582384019
L29376_at,4.30532406455
HG3731-HT4001_r_at,4.30461444461
M29994_s_at,4.30343755961
Z47043_at,4.30325835702
M30838_at,4.30245154699
HG4234-HT4504_at,4.30242226649
S78271_s_at,4.30218642024
L18920_f_at,4.30096498559
U09413_at,4.30033149848
U24576_at,4.2999805152
D25215_at,4.29558381344
X86098_at,4.2952529662
M14219_at,4.29443124602
X64728_at,4.29354932753
L28010_at,4.29125655093
Z27113_at,4.28971616673
L12701_cds2_at,4.28838563426
M62628_s_at,4.28827088384
HG1155-HT4822_at,4.28786924704
U76638_at,4.28606271164
D87119_at,4.28604679562
HG2994-HT4850_s_at,4.28590706961
L00190_s_at,4.2809662487
M57609_at,4.27986203512
X15882_at,4.27981936001
M94556_at,4.27899091732
X02596_at,4.27568576775
U40279_at,4.27535036138
U25849_at,4.27286439394
HG3920-HT4521_s_at,4.27012280444
K03218_at,4.27004874599
M13929_s_at,4.26970198654
U53225_at,4.26925323599
M37766_at,4.26472825627
HG2841-HT2970_at,4.26241536147
U97188_at,4.26206838614
M36089_at,4.26196100654
U53476_at,4.26144899937
X95152_rna1_at,4.26099339692
U72512_at,4.25966081251
L07044_at,4.2596064706
Z48923_at,4.25845469365
D86961_at,4.25610315393
Z35102_at,4.25608267578
HG896-HT896_at,4.255493356
X99141_at,4.25416424341
Z11793_at,4.25337432511
M29536_at,4.25173229708
HG1723-HT1729_at,4.24803777507
U81600_at,4.24199784323
X73358_s_at,4.23952904055
L07633_at,4.23946127147
M34175_at,4.23937510414
Z73677_at,4.23713844729
D14694_at,4.23631984904
X54741_at,4.23453183692
X01630_at,4.23445920017
U58087_at,4.23439916871
M97287_at,4.23193136643
J05500_at,4.22796958291
L04953_at,4.22680130572
L05779_at,4.2260695764
U20240_at,4.22570143006
U82613_at,4.22183381045
X87212_at,4.21791381507
M91196_at,4.2175875651
U37012_at,4.21678357977
Z83735_at,4.21635256311
D45399_at,4.21570689429
M76665_at,4.21511891139
X76132_at,4.21456398458
D38521_at,4.21398536847
X58199_s_at,4.21371513018
AF005887_at,4.21260354757
U92971_at,4.21158824374
X82209_at,4.21114987349
D87463_at,4.20691395012
U13666_at,4.2058971954
U34844_at,4.20568463255
M24194_at,4.20419848817
HG3578-HT3781_at,4.20345324463
U01824_at,4.20327792963
M96740_at,4.20051539336
Z83742_at,4.2002450906
L38616_at,4.19999101838
HG2417-HT2513_at,4.19921019169
M95712_at,4.19723139484
L35249_s_at,4.19701308812
X94453_at,4.19226097921
D50863_at,4.19144275723
Y10515_at,4.19108400957
M26061_at,4.18933401402
U52101_at,4.18749568569
M16405_at,4.18642457822
U29607_at,4.18278440108
Y00064_at,4.18124078753
D14874_at,4.18052716029
U31342_at,4.18029270508
X92762_at,4.179423648
U42360_cds2_at,4.17934679261
U82306_at,4.17830260547
HG3255-HT3432_at,4.1774655529
K03192_f_at,4.17693965102
X55733_at,4.17628752006
Z21507_at,4.17590086239
M55905_at,4.17467784572
L33799_at,4.17319766078
X07384_at,4.16929094907
U21128_at,4.16901539289
U77643_at,4.16872010381
D31815_at,4.16583707068
U48437_at,4.16545287987
U01147_at,4.16492287141
U41740_at,4.16368113564
AB002315_at,4.16251831936
J00073_at,4.16075552877
X53795_at,4.16041913237
U08377_at,4.16036651678
L32977_at,4.15710739211
U56833_at,4.15690328361
M13241_at,4.15480496247
D13634_at,4.15386737325
AF002700_at,4.15227402854
K01884_at,4.15153396102
U79300_at,4.14983364425
M23379_at,4.14899414341
HG3995-HT4265_at,4.14534787867
S81083_cds1_at,4.14260581886
U30185_at,4.14188523214
X66839_at,4.14164409627
U23070_at,4.13859416473
D14678_at,4.13603600237
X86779_at,4.13553503457
X80200_at,4.13313053883
X67491_f_at,4.13237192257
U50196_at,4.13035044952
L37936_at,4.13025719246
J03756_at,4.12969843964
S81264_s_at,4.12773117025
U95626_rna1_at,4.12704732212
U24685_at,4.12625308544
U72517_at,4.12526553177
U51334_at,4.1241928825
M34677_at,4.12287131638
X79483_at,4.11638906885
U78190_rna1_at,4.11253898515
U37547_at,4.11119569443
M83651_at,4.10901011471
J03925_at,4.10734259253
X97335_at,4.10513904087
M59829_at,4.10112952898
Z48579_at,4.10007080323
L09260_at,4.09867300026
D42046_at,4.09864350688
X05855_s_at,4.09768786819
L22005_at,4.09628912978
X14968_at,4.09624034694
X74819_at,4.09469133851
S70348_at,4.09356783454
X66363_at,4.09306495318
M65254_at,4.09064042785
X87838_at,4.08611262739
D43767_at,4.08504352044
M26062_at,4.0842624702
D38496_s_at,4.08379277254
M31932_at,4.08372920129
M73780_at,4.08276175857
L25080_at,4.08166501624
U01102_at,4.08102617143
HG3495-HT3689_at,4.07994040313
HG2259-HT2348_s_at,4.07983793745
D87292_at,4.0783366263
U20998_at,4.07828856283
HG3286-HT3463_at,4.0778224154
HG4236-HT4506_f_at,4.07501829962
HG662-HT662_at,4.07355172911
AB002314_at,4.07226177068
U43586_at,4.06924017617
HG3985-HT4255_at,4.06738823177
X55889_at,4.06684537959
X71345_f_at,4.06318883407
U68018_at,4.06236794024
U10362_at,4.06184307663
U15197_at,4.05700610941
M60165_cds1_at,4.05653627453
U00954_at,4.05508308108
D83781_at,4.05353721519
X69116_s_at,4.0528899191
X52151_at,4.05215069248
U47928_at,4.0497525674
U77594_at,4.04891967268
Z29077_xpt1_at,4.04809663584
S83309_s_at,4.04555073306
X04729_s_at,4.04483301249
M87499_at,4.04380012319
X70297_at,4.04347304317
J03068_at,4.04288316341
M28215_at,4.04274480225
D14686_at,4.04221923644
HG2171-HT2241_at,4.0417224535
U85245_at,4.04152176469
U33839_at,4.04068814922
M37755_f_at,4.03894800938
HG4557-HT4962_at,4.03811747548
U66033_at,4.03700498121
U51477_at,4.03394087421
M21259_at,4.02805958789
M88279_at,4.02703742005
L48546_at,4.02480833795
Z26653_at,4.024420246
X61373_at,4.02383921373
M34057_at,4.02292022737
M31661_at,4.02239763277
M22348_s_at,4.0187456574
U52830_at,4.01856158461
X87843_at,4.01813930959
D87002_cds2_at,4.01732097131
HG2171-HT2241_r_at,4.01717363538
Y09836_at,4.01689750246
U27516_s_at,4.01646188618
D87673_at,4.01643031068
L13744_at,4.01510243644
M38449_s_at,4.01465064342
U61538_at,4.0126367222
X82456_at,4.01200709354
U57352_at,4.01141071599
D49394_at,4.01116932333
D76444_at,4.00897204807
HG2383-HT4824_s_at,4.00818676009
U69263_at,4.00812704624
S79048_at,4.00736042869
U82468_at,4.00709264441
U51096_at,4.00683468986
HG4677-HT5102_s_at,4.00635463713
X89267_at,4.00339458942
D87444_at,4.00245525875
U51920_at,4.00042229021
AF008445_at,3.99867185242
M55267_at,3.99710420461
U37690_at,3.99689137941
HG3565-HT3768_r_at,3.99683883512
M92449_at,3.99427419912
M89914_s_at,3.99000259376
M10901_at,3.98976576431
D70830_at,3.98965135533
D87743_at,3.98954731411
D86096_cds3_at,3.98820021977
L08485_at,3.98710747993
M31642_at,3.98415001832
U43318_at,3.98323717964
M21056_at,3.98315688767
L07956_at,3.98232873543
L38487_at,3.98182496901
L76224_at,3.98118180705
AF002224_at,3.98094649396
X59842_rna1_s_at,3.98088645916
U54617_at,3.98035973377
U32986_s_at,3.98033363381
U14187_at,3.97967664242
U91521_at,3.97950393523
X67247_rna1_at,3.97826530889
L12723_at,3.97770825719
M12959_s_at,3.97654546936
Y08837_at,3.97411774303
L13773_at,3.97274476989
S76756_s_at,3.97092164157
D42044_at,3.9704890798
X95876_at,3.96879802539
D13370_at,3.96861800182
U50535_at,3.96806565258
M19650_s_at,3.96801965349
U16127_at,3.96557292034
X13451_s_at,3.96537407635
X84908_at,3.96516490197
X59618_at,3.95921128961
U49089_at,3.95752686441
U43286_at,3.95323043468
HG3510-HT3704_at,3.9516359181
U58766_at,3.95032566751
M36341_at,3.94906304183
X60382_rna1_at,3.9490143771
M31606_at,3.94820945211
D26068_at,3.94767164023
U31201_cds2_s_at,3.94654904798
M76559_at,3.94645285858
K02100_at,3.94560087892
U43148_at,3.94510624033
Z74616_s_at,3.94505352983
U06632_at,3.94501866363
U14391_at,3.94428211988
L19605_at,3.94247086853
D13633_at,3.94068128486
L31584_at,3.94062437893
HG2442-HT2538_at,3.9402773294
Y08613_at,3.93991471702
S73813_at,3.93853130114
X66503_at,3.93795915392
U59831_rna1_s_at,3.93067949965
X92715_at,3.93029867822
L39061_at,3.93024280556
L29277_at,3.92871829994
L22524_s_at,3.92608793577
HG4126-HT4396_at,3.9257261739
X68264_rna1_at,3.92417725639
L12711_s_at,3.92360537473
X94754_at,3.92095400767
L34219_at,3.92063232545
U79287_at,3.92021461959
X92475_at,3.91924084586
U18300_at,3.91852608341
X14684_s_at,3.91819855419
S70609_at,3.91746106867
D87683_at,3.91552127964
S68134_s_at,3.9153044503
HG4115-HT4385_at,3.91387046805
X57766_at,3.91373803783
L26584_s_at,3.91153181584
D63480_at,3.90960248982
D83542_at,3.90880549738
U96769_rna1_at,3.90830656412
X90858_at,3.90259661695
U69141_at,3.90030921098
M23161_at,3.8997656083
L22650_at,3.89942734769
X78627_at,3.89901225
L16896_at,3.89844102875
HG4411-HT4681_at,3.89792957191
L12392_at,3.89700976646
X98260_at,3.89638933431
HG3254-HT3431_at,3.89585387127
M97856_at,3.89581528575
HG2705-HT2801_s_at,3.89247400508
M79463_s_at,3.89098962391
U66726_at,3.88951623964
U00943_at,3.88676034194
Y10511_at,3.88546217198
X52228_at,3.88217785844
X64044_at,3.88165183039
D21878_at,3.88140420286
M93415_at,3.87953038291
M34041_at,3.8770706216
L14927_at,3.87651799655
M74587_rna1_s_at,3.87558257342
L13852_at,3.87471679106
M28585_f_at,3.87447447408
U41518_at,3.87446791887
M13232_s_at,3.87400867308
U24704_at,3.87324300596
U90914_at,3.87320420822
D90279_s_at,3.86961462697
D38524_at,3.86575806894
U72509_s_at,3.86529732021
U94320_at,3.86515645376
Z11502_at,3.86444268866
S78432_xpt1_at,3.86443389033
S94421_at,3.86352875229
U82532_at,3.86274498539
D86096_cds6_at,3.86133295372
M76180_at,3.86025717019
L34355_at,3.8594768666
X17042_at,3.85919107741
HG1783-HT1803_s_at,3.85710721431
X64177_f_at,3.85647597417
M62400_at,3.8559069933
HG1205-HT1205_at,3.85544697638
U72511_at,3.85343520588
HG2566-HT4867_at,3.85157981203
M31682_at,3.85122915076
L08096_s_at,3.85058192718
U86214_at,3.85050714718
L18960_at,3.85020605216
M33336_at,3.8489632889
M16505_at,3.84712075422
M11437_cds2_at,3.84617925046
U07804_s_at,3.84566100994
M86934_at,3.84439630431
L08187_at,3.84357594196
U43747_s_at,3.84351604236
U01828_at,3.84312222123
L77730_at,3.84220118728
U33202_s_at,3.84200406734
U51333_s_at,3.84145265681
L76702_at,3.8410822529
U79303_at,3.84072040799
AB002356_s_at,3.84029231532
S70585_rna1_at,3.83887117355
X89066_at,3.83671972816
V00535_rna2_s_at,3.83608941674
U03642_at,3.83552456774
X04106_at,3.83270947703
X67683_at,3.83268618131
Z47087_at,3.83151077468
M30607_s_at,3.8306566343
L40402_at,3.83047699346
U73514_at,3.82938889534
AF002020_at,3.8290983406
M27749_r_at,3.82631769848
D84110_at,3.8257755163
U66088_at,3.8253305827
L10338_s_at,3.82522360748
U52427_rna1_at,3.82211510797
M20778_s_at,3.81891581157
L76571_at,3.81630395413
U09716_s_at,3.81611705952
J02854_at,3.81512457776
HG627-HT5098_s_at,3.81471610082
U57057_at,3.81456722351
L34673_at,3.81414241371
U40223_at,3.81217357813
M62782_s_at,3.81188022715
M55284_at,3.81167385509
D78151_at,3.81165979883
M29204_at,3.8110500144
U16812_s_at,3.80978607579
D84424_at,3.80912422293
HG2280-HT2376_at,3.8090436129
M17446_s_at,3.80462189409
U33052_s_at,3.80377907063
U17760_rna1_at,3.80373047399
M73720_at,3.80227048259
X15673_s_at,3.80215835168
M37485_cds1_at,3.80168075106
X05855_at,3.79823770928
L21936_at,3.79799836526
U37221_at,3.79750775128
AB002318_at,3.79698995002
D43636_at,3.7950628756
X04327_at,3.79493448987
X74987_s_at,3.7948694465
U44799_s_at,3.79449081658
HG4541-HT4946_s_at,3.79392374363
HG4593-HT4998_at,3.79369295443
D29805_at,3.79189162179
U57099_at,3.79039008135
U79725_at,3.7877789121
S75256_s_at,3.78590276239
X14885_rna1_s_at,3.78505491443
HG3994-HT4264_at,3.78458380015
X68994_at,3.78392262243
U79258_at,3.78352234243
M55268_at,3.78231340408
X97303_at,3.78210293597
S57887_at,3.78209379241
L42563_at,3.7808452375
M95610_at,3.78016420331
D26443_at,3.77852780721
M63904_at,3.7780188454
M11437_cds1_at,3.77755349109
Z83804_at,3.77668624936
X02761_s_at,3.77665449295
U73328_at,3.7761400686
U70323_at,3.7756873827
U40992_at,3.77476513848
U57627_at,3.77375862683
U57623_s_at,3.77371752211
J04162_at,3.77081634539
D87078_at,3.77066613746
X07290_at,3.76871345403
Y11180_at,3.76657575714
U65404_at,3.76635591623
U26591_at,3.76372519577
X60486_at,3.76337874079
X85785_rna1_at,3.76302088875
U79249_at,3.76073131273
HG4109-HT4379_at,3.76027769575
U76369_at,3.76004835598
HG2743-HT3926_s_at,3.75982771742
U44755_at,3.75964277063
M58583_at,3.7569142355
X58234_at,3.75690103827
Y08200_at,3.75537363271
X57809_at,3.7543964048
M17863_s_at,3.75188371611
AF001294_at,3.75160186926
U91930_at,3.75113264215
L42373_at,3.75004213788
D16688_s_at,3.74563274079
S73840_at,3.74523824438
X98258_at,3.74082398707
M62424_at,3.7335242992
HG4319-HT4589_at,3.73282846304
M85276_at,3.73135140513
U07882_at,3.73060550152
X63527_at,3.72742683423
M63175_at,3.72741290819
X72012_at,3.72681914041
D17525_at,3.7267366776
AF000562_at,3.72668482226
S78569_at,3.72552227358
U31215_s_at,3.72385610997
U49844_at,3.72273050557
U66669_at,3.72240621886
J05096_rna1_at,3.72189482566
U90426_at,3.72115083701
M21551_rna1_at,3.72092169426
M21494_at,3.7200830455
M17252_at,3.72005091953
X98225_at,3.71984690979
X15822_at,3.71859740195
X17098_at,3.71802096679
M26958_s_at,3.71785946005
AB004884_at,3.71765470872
X87241_at,3.71712843683
M65291_at,3.71711711417
M76125_s_at,3.71513933094
D50495_at,3.71342091437
D87461_at,3.71224447922
D38552_at,3.7118148693
U03057_at,3.71145076408
U66083_at,3.71058740786
D87460_at,3.7104995092
V01516_f_at,3.70949059024
X95808_s_at,3.70633636547
X01060_at,3.70596900233
X70218_at,3.70512801817
M60459_at,3.70432092188
U25029_at,3.70390350261
U24152_at,3.7038044209
Z15114_at,3.70317190002
X54941_at,3.70213531093
X57025_at,3.70046119773
D79989_at,3.69677748395
X71129_at,3.69648335287
L34657_at,3.69451889642
U72263_s_at,3.6940365665
X54380_at,3.69205355775
U60325_at,3.69201701123
M81601_at,3.69095238154
U64105_at,3.6904664172
M90356_f_at,3.69030278194
U44429_at,3.69004921786
U33447_at,3.68903764847
U80987_s_at,3.68856992789
M19878_s_at,3.68680791052
Z18954_at,3.686787494
M62783_at,3.6851572089
M23197_at,3.68497083039
U37518_at,3.68455472614
U78027_rna3_at,3.68412177448
L36644_at,3.68325638329
U78628_at,3.68280397622
D86479_at,3.68213277144
S67325_at,3.68210956972
U19142_at,3.68210536313
Y00285_s_at,3.68195049604
U55206_at,3.67899676399
U87459_at,3.67550474523
Z47556_rna2_at,3.67472859218
D38251_s_at,3.67427797066
U18242_at,3.67374487757
U82319_at,3.67262997357
M92287_at,3.67248651635
X57206_at,3.66972954362
M31516_s_at,3.66958478754
U46023_at,3.66860074215
J04501_at,3.66842893927
M16750_s_at,3.66711759855
U09410_at,3.66621297385
L76670_f_at,3.66567330171
D88378_at,3.66544614438
X89750_at,3.66422486344
M89470_s_at,3.6640182161
M27281_at,3.66298279151
M80333_at,3.66278840591
D10995_at,3.65876479585
Z22536_at,3.65801326654
Y12393_s_at,3.65661713167
X60104_s_at,3.6549063665
U79282_at,3.65375231504
HG2465-HT4871_at,3.64937725991
M24349_s_at,3.64812100873
X70070_at,3.64747979867
D16217_at,3.64740151992
M95767_at,3.64737014955
M91438_at,3.64711457857
U79302_at,3.64654811589
M96759_rna1_at,3.64644672889
X67951_at,3.64503233683
X59417_at,3.64423887481
U63743_at,3.64352393909
M29610_at,3.6432946459
HG3566-HT3769_at,3.64285326706
Y07596_at,3.64255847871
D55640_at,3.64228066483
L31529_at,3.63934175948
L13258_at,3.63911176902
M60331_at,3.63843408686
D79992_at,3.63834877424
Y12394_at,3.63607803872
M65217_at,3.6360453702
X91247_at,3.63244144642
D28476_at,3.63194388182
Z83741_at,3.63189511551
M34996_s_at,3.63117425412
M18700_s_at,3.63067757642
L40933_at,3.63058574749
M14016_at,3.63014515152
U28281_at,3.6289692048
U60873_at,3.62765335186
U13616_at,3.6271102075
X65614_at,3.62615373308
U53204_at,3.62500089259
M59216_s_at,3.62476626492
D00632_at,3.62422268066
U10117_at,3.62418379068
U12139_at,3.62396738574
D31628_s_at,3.6223983836
U41060_at,3.62237976229
M55153_at,3.62193151638
M19311_s_at,3.62127229627
X81895_at,3.61921280097
M88579_at,3.61809852107
X78924_at,3.61801544653
X82434_at,3.61654265458
M19888_at,3.61322724451
X66899_at,3.61307582197
U26727_at,3.61304308366
U86358_at,3.61096002362
U90907_at,3.61084191876
M10942_at,3.60954679158
M74719_at,3.60892963603
S76473_s_at,3.60815970782
X97444_f_at,3.60609483688
S68874_s_at,3.60605312379
U01877_at,3.6058096469
Z34822_f_at,3.60545279324
U25433_at,3.60489574203
D25274_at,3.60480038958
X83228_at,3.60443915751
U58516_at,3.60427610461
X77794_at,3.603299371
U79526_at,3.60057532634
L42025_rna1_at,3.59934859083
M94893_at,3.59912024034
M10014_cds1_at,3.59854514942
U90304_at,3.59842814933
U41745_at,3.59764915256
U48436_s_at,3.59725387183
D21337_at,3.59587472903
M64099_at,3.59376749891
U47414_at,3.59345520383
D17716_at,3.59291585583
L34587_at,3.59021754463
HG358-HT358_at,3.58974960731
U84011_s_at,3.58922026414
D88795_at,3.58836662741
AF007551_at,3.58805374896
U92458_at,3.58739197373
L36463_at,3.58672776839
U89916_at,3.58587289058
D12775_s_at,3.58490510065
M17219_at,3.58413139544
D29810_at,3.58276305959
M83554_at,3.58261936266
D15050_at,3.58197713684
X89059_at,3.5819749671
HG1996-HT2044_at,3.58081723507
M26576_cds2_at,3.57778024954
M76766_at,3.57327387348
X64364_at,3.5731824135
D63412_at,3.5722116609
Y11306_rna1_at,3.571915694
Y11251_at,3.5705453075
M10943_at,3.57028761829
L33798_at,3.57020902433
U51990_at,3.56909471459
Y10210_at,3.56792490288
U46116_at,3.56683301728
U15932_at,3.56649864602
D50927_at,3.56565541273
